class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
alef,0.5888462662696838,0.6189794540405273,0.5793730616569519,0.5529629588127136,0.5453659296035767,0.47370460629463196,0.5328563451766968,0.41513922810554504,0.529421865940094,0.36915308237075806,0.4956636130809784,0.4945569932460785,0.4204232692718506,0.4857437312602997,0.44368135929107666,0.4983120262622833,0.47752484679222107,0.5025195479393005,0.4807414412498474,0.5434483289718628,0.40478232502937317,0.5352565050125122,0.4345146715641022,0.5485672354698181,0.47027191519737244,0.5534995198249817,0.4752916693687439,0.5932291150093079,0.4123764932155609,0.5889249444007874,0.44085705280303955,0.5971269607543945,0.47451579570770264,0.5990666151046753,0.47643527388572693,0.6395208835601807,0.4279341697692871,0.634757399559021,0.45336002111434937,0.6379542946815491,0.48154550790786743,0.6389269232749939
alef,0.5863474607467651,0.6244470477104187,0.5829688906669617,0.5616593956947327,0.5503976345062256,0.4774339199066162,0.535321056842804,0.41336992383003235,0.5335553288459778,0.3623201847076416,0.5098885893821716,0.49902278184890747,0.425376832485199,0.490301251411438,0.4462856948375702,0.5068399906158447,0.47707292437553406,0.5107717514038086,0.4945792555809021,0.5475023984909058,0.41182562708854675,0.5418768525123596,0.4392607510089874,0.5538675785064697,0.4738319218158722,0.5585241913795471,0.4864829480648041,0.5973948836326599,0.4179023802280426,0.5926337242126465,0.4441697299480438,0.6013980507850647,0.4763418138027191,0.6030061841011047,0.4836231470108032,0.6419984102249146,0.4299808740615845,0.6372033357620239,0.45450419187545776,0.6435527801513672,0.48293250799179077,0.6454004645347595
alef,0.5878918170928955,0.6129074692726135,0.5806416273117065,0.5493294596672058,0.5469619035720825,0.46684175729751587,0.532319962978363,0.40443405508995056,0.5285637378692627,0.3540234863758087,0.5010238885879517,0.4865175783634186,0.42379024624824524,0.48333796858787537,0.4430830180644989,0.49849745631217957,0.4730381667613983,0.5006905794143677,0.48782864212989807,0.5355592966079712,0.4093441367149353,0.5329859256744385,0.43480971455574036,0.5459078550338745,0.4694869816303253,0.5506601929664612,0.48231685161590576,0.5864046812057495,0.4180358648300171,0.5867665410041809,0.44367432594299316,0.5949184894561768,0.4753600060939789,0.5952946543693542,0.4819227159023285,0.6321988701820374,0.4308876395225525,0.6315932273864746,0.4558095932006836,0.6363625526428223,0.4837437570095062,0.6355737447738647
alef,0.5894178152084351,0.6106520295143127,0.5805857181549072,0.5425061583518982,0.5477738976478577,0.45934897661209106,0.5341476798057556,0.3960716724395752,0.529231071472168,0.34535884857177734,0.4999634325504303,0.47728508710861206,0.420734703540802,0.4778151214122772,0.44478246569633484,0.4918948709964752,0.47740140557289124,0.49388617277145386,0.48804810643196106,0.5291236639022827,0.40774083137512207,0.5277827978134155,0.43612098693847656,0.5397289991378784,0.47202202677726746,0.5446589589118958,0.4825041890144348,0.5814772248268127,0.4163127839565277,0.5824617743492126,0.442807137966156,0.5892101526260376,0.47459787130355835,0.5894577503204346,0.48110106587409973,0.6286408305168152,0.4303337037563324,0.6271340250968933,0.4561741054058075,0.6311365365982056,0.4838303327560425,0.630509614944458
alef,0.5817152261734009,0.6105230450630188,0.5768775343894958,0.5471822619438171,0.5441879034042358,0.46563664078712463,0.5286919474601746,0.4042467176914215,0.5253286957740784,0.3551214039325714,0.5022624135017395,0.4873810410499573,0.4225271940231323,0.4804877042770386,0.4431062340736389,0.4955828785896301,0.4747282862663269,0.4983636438846588,0.4873215854167938,0.5355313420295715,0.4065419137477875,0.5295955538749695,0.43270739912986755,0.5436426401138306,0.46912407875061035,0.5481494069099426,0.4815795123577118,0.5838740468025208,0.4150385558605194,0.5824899673461914,0.44013285636901855,0.59203040599823,0.47305619716644287,0.5918257236480713,0.4822444021701813,0.6274150013923645,0.4297298192977905,0.6264192461967468,0.45289838314056396,0.6334892511367798,0.4817642569541931,0.6331720352172852
alef,0.5885671973228455,0.6134538054466248,0.5799607038497925,0.5487796068191528,0.5471171140670776,0.4663608968257904,0.5309562683105469,0.40573740005493164,0.5257729887962341,0.3578889071941376,0.49841395020484924,0.4845700263977051,0.4189178943634033,0.48598596453666687,0.4438132047653198,0.4991907775402069,0.4772292971611023,0.5007572770118713,0.4840371608734131,0.5353687405586243,0.4031972587108612,0.5340033769607544,0.4335170388221741,0.545967698097229,0.4697566330432892,0.5499923229217529,0.4784049391746521,0.5869808793067932,0.4111576974391937,0.5891956686973572,0.44047945737838745,0.5963951349258423,0.4738340377807617,0.5966024398803711,0.4786384701728821,0.6348225474357605,0.42894694209098816,0.6359665989875793,0.45587435364723206,0.6396419405937195,0.48372015357017517,0.6378844976425171
alef,0.5888203978538513,0.6169747114181519,0.5841619968414307,0.5513095855712891,0.5509929656982422,0.4674642086029053,0.5331700444221497,0.40444809198379517,0.5262957811355591,0.3536982536315918,0.4986066222190857,0.48879000544548035,0.4242297410964966,0.4822562336921692,0.44687357544898987,0.49685952067375183,0.4774896800518036,0.5000373125076294,0.4819939434528351,0.5386844277381897,0.408652663230896,0.5339991450309753,0.4374442398548126,0.5464076995849609,0.4727526009082794,0.5508074164390564,0.47561556100845337,0.5895261168479919,0.41533219814300537,0.5876941084861755,0.44264161586761475,0.5957220196723938,0.4748835563659668,0.5962215662002563,0.47655433416366577,0.6353047490119934,0.42908433079719543,0.6334177255630493,0.4546734094619751,0.6383880972862244,0.4829829931259155,0.6379008293151855
alef,0.590502142906189,0.6148622035980225,0.581433117389679,0.5470895767211914,0.5498872399330139,0.4670075476169586,0.5351898074150085,0.40607336163520813,0.528985857963562,0.359208345413208,0.49912506341934204,0.4854738712310791,0.42332518100738525,0.47777414321899414,0.4446412920951843,0.49319472908973694,0.47732704877853394,0.49991750717163086,0.48467302322387695,0.5348775386810303,0.40713492035865784,0.5302732586860657,0.4346357583999634,0.5433995127677917,0.4702574610710144,0.5490125417709351,0.4785498082637787,0.5857486128807068,0.41361233592033386,0.5864574313163757,0.44000765681266785,0.5934031009674072,0.47238636016845703,0.5945702195167542,0.4785511791706085,0.6334453821182251,0.42854130268096924,0.6327890753746033,0.4532059133052826,0.6369443535804749,0.48068687319755554,0.6372054815292358
alef,0.582069456577301,0.6138156056404114,0.5786740779876709,0.5482335686683655,0.5479053258895874,0.4673008620738983,0.5339887142181396,0.40653127431869507,0.5287266373634338,0.3585052192211151,0.4982565641403198,0.4886474907398224,0.4230034649372101,0.48092395067214966,0.44385024905204773,0.4926566183567047,0.4763755202293396,0.4980914890766144,0.48369887471199036,0.537697434425354,0.4061126410961151,0.5307897329330444,0.4345090389251709,0.5436540246009827,0.47117528319358826,0.5494552850723267,0.47744956612586975,0.5883453488349915,0.41357365250587463,0.5844848155975342,0.44051414728164673,0.5929080843925476,0.47379812598228455,0.5951257348060608,0.4781874120235443,0.6352115869522095,0.4277317225933075,0.6304910182952881,0.45308905839920044,0.6352120637893677,0.4814203083515167,0.637010931968689
alef,0.5894462466239929,0.6171877384185791,0.5837352275848389,0.5519846677780151,0.5517422556877136,0.47056007385253906,0.5366787314414978,0.4087824523448944,0.5305551886558533,0.359073281288147,0.5019180774688721,0.4934626519680023,0.42876067757606506,0.4816705584526062,0.44538217782974243,0.496491402387619,0.4746966063976288,0.5015172362327576,0.4874025881290436,0.5418397784233093,0.4102957546710968,0.5331546068191528,0.43567633628845215,0.5470300912857056,0.47150442004203796,0.5521180629730225,0.4815850257873535,0.5916095972061157,0.41644904017448425,0.587447464466095,0.44146743416786194,0.5959975719451904,0.4739639461040497,0.5974845290184021,0.482321560382843,0.6369799375534058,0.4323546588420868,0.6348677277565002,0.45584940910339355,0.6405306458473206,0.483873575925827,0.6414781808853149
