class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
A,0.5589163899421692,0.5648834705352783,0.5043784379959106,0.5413796305656433,0.46086519956588745,0.48180222511291504,0.4335160553455353,0.43339961767196655,0.4043360650539398,0.3986565172672272,0.5024411678314209,0.39035940170288086,0.4368480443954468,0.40551304817199707,0.4379426836967468,0.4474911391735077,0.45460236072540283,0.4704694151878357,0.5401524901390076,0.40428298711776733,0.47266602516174316,0.4344015121459961,0.46629542112350464,0.47628501057624817,0.47550809383392334,0.49661991000175476,0.5721508264541626,0.4392278492450714,0.5090780258178711,0.47235772013664246,0.49599432945251465,0.5100842714309692,0.5011461973190308,0.5277388095855713,0.5968722701072693,0.48429641127586365,0.5455260872840881,0.5090940594673157,0.5280044078826904,0.5372774600982666,0.5293829441070557,0.5541226863861084
A,0.5185663104057312,0.6191558837890625,0.4561602473258972,0.5777832865715027,0.4224697947502136,0.4921357035636902,0.41007718443870544,0.43424686789512634,0.40603819489479065,0.38461703062057495,0.47353845834732056,0.4135894775390625,0.45563217997550964,0.38376888632774353,0.4426649510860443,0.4369831085205078,0.44801798462867737,0.4674426019191742,0.5174981355667114,0.42174404859542847,0.49936068058013916,0.38643181324005127,0.47654056549072266,0.4506351053714752,0.48667946457862854,0.4732046127319336,0.5618407726287842,0.444652795791626,0.5521700978279114,0.4041740894317627,0.5218303203582764,0.4625137150287628,0.5257981419563293,0.4858306348323822,0.6034421920776367,0.47795936465263367,0.5892195105552673,0.45067527890205383,0.5610602498054504,0.49116888642311096,0.5622787475585938,0.5105820894241333
A,0.534742534160614,0.6140199303627014,0.4694931209087372,0.5898953676223755,0.4296552240848541,0.5117620229721069,0.4161907732486725,0.44827359914779663,0.40545785427093506,0.40118104219436646,0.46397101879119873,0.4434570074081421,0.44871869683265686,0.395529568195343,0.4497436285018921,0.4555474817752838,0.4596153497695923,0.478621244430542,0.5061478614807129,0.4421790838241577,0.4908459782600403,0.3948073387145996,0.48369184136390686,0.467530220746994,0.49797260761260986,0.47754529118537903,0.5488144755363464,0.4542875587940216,0.5403774976730347,0.4037935435771942,0.5256903767585754,0.4724670350551605,0.5336489081382751,0.488987535238266,0.5899553298950195,0.4722873270511627,0.5836580395698547,0.4360411763191223,0.5637966394424438,0.4804205298423767,0.5654611587524414,0.4966113269329071
A,0.5295876264572144,0.6107569932937622,0.4676363170146942,0.5876309871673584,0.4308454692363739,0.514261782169342,0.4200402498245239,0.4537331163883209,0.41105806827545166,0.40874356031417847,0.4579833149909973,0.4495032727718353,0.4472343623638153,0.3958216607570648,0.4463094472885132,0.451107919216156,0.4549119174480438,0.4801478385925293,0.49933716654777527,0.4466085433959961,0.48565584421157837,0.3919599950313568,0.47971904277801514,0.46209827065467834,0.4939174950122833,0.4818127453327179,0.5419482588768005,0.45604655146598816,0.5357522368431091,0.3986996114253998,0.5220363736152649,0.46571895480155945,0.5283717513084412,0.4906184673309326,0.584618091583252,0.4726845622062683,0.5811111330986023,0.4302539527416229,0.5621376037597656,0.47385263442993164,0.5609515309333801,0.49578335881233215
A,0.5263836979866028,0.6111890077590942,0.46666571497917175,0.5925005078315735,0.4297601580619812,0.5159525275230408,0.42514461278915405,0.45226719975471497,0.4177289307117462,0.40699198842048645,0.4526369869709015,0.4499322772026062,0.44472238421440125,0.40227511525154114,0.44669461250305176,0.45896074175834656,0.45527422428131104,0.4923168122768402,0.4966025650501251,0.44723132252693176,0.4861179292201996,0.39294111728668213,0.4789310395717621,0.46148958802223206,0.4890148341655731,0.49085065722465515,0.5407180786132812,0.45933109521865845,0.5331131815910339,0.4066621661186218,0.5190158486366272,0.4737859070301056,0.523703396320343,0.5054907202720642,0.5830851197242737,0.4781576991081238,0.5716570615768433,0.4454261362552643,0.5532991290092468,0.48901161551475525,0.5534877777099609,0.5104530453681946
A,0.52569580078125,0.6111247539520264,0.46625980734825134,0.5898684859275818,0.42754411697387695,0.5137317776679993,0.41751664876937866,0.45079880952835083,0.4122673273086548,0.40524324774742126,0.4556193947792053,0.44827306270599365,0.447056382894516,0.4031350016593933,0.45042508840560913,0.45853191614151,0.46025219559669495,0.4809110164642334,0.499916672706604,0.44715091586112976,0.48917853832244873,0.39775383472442627,0.4832479655742645,0.4655913710594177,0.4959341883659363,0.4814637005329132,0.5433233976364136,0.45964276790618896,0.5378617644309998,0.41144055128097534,0.5255874991416931,0.4758983850479126,0.5328809022903442,0.49444815516471863,0.5850444436073303,0.4772369861602783,0.5787961483001709,0.44679754972457886,0.5609149932861328,0.48895034193992615,0.5620167255401611,0.5037962794303894
A,0.5307795405387878,0.6072601675987244,0.4710942804813385,0.5881933569908142,0.428102046251297,0.5114654898643494,0.4155150055885315,0.447777658700943,0.41235876083374023,0.401094526052475,0.45695018768310547,0.4431350827217102,0.4502880871295929,0.4013713300228119,0.45303797721862793,0.45583197474479675,0.46142807602882385,0.4765612483024597,0.49996063113212585,0.4419941306114197,0.4911814033985138,0.4006439745426178,0.4853089451789856,0.4691164493560791,0.4967777132987976,0.4798949658870697,0.5427559614181519,0.453518271446228,0.5379531383514404,0.41479235887527466,0.5260049104690552,0.4793834388256073,0.5330200791358948,0.4915755093097687,0.5839583873748779,0.4707714915275574,0.5766883492469788,0.4458331763744354,0.55884850025177,0.4899825155735016,0.5601567029953003,0.5025177597999573
A,0.5362569093704224,0.6098548769950867,0.47297006845474243,0.5916551947593689,0.43016037344932556,0.5168399214744568,0.4188482463359833,0.45063257217407227,0.4145570993423462,0.4034590721130371,0.45955827832221985,0.4509120583534241,0.4508070945739746,0.40388065576553345,0.45505884289741516,0.4616639018058777,0.4646037518978119,0.4811254143714905,0.5023306012153625,0.4489343464374542,0.49269166588783264,0.4015916585922241,0.48778006434440613,0.4733123183250427,0.49915164709091187,0.4837091565132141,0.5445919036865234,0.4588139057159424,0.5392259359359741,0.4115305542945862,0.5280297994613647,0.4808446168899536,0.53447026014328,0.49559029936790466,0.5858681797981262,0.47270098328590393,0.580586314201355,0.44164714217185974,0.5638665556907654,0.48881664872169495,0.564006507396698,0.5029422044754028
A,0.5345693826675415,0.6042691469192505,0.472791463136673,0.5894293189048767,0.4281550645828247,0.514891505241394,0.41565215587615967,0.4516686797142029,0.41161978244781494,0.40609943866729736,0.45469462871551514,0.4492639899253845,0.44734302163124084,0.40775376558303833,0.453400194644928,0.46349817514419556,0.4631190598011017,0.48514968156814575,0.4986511468887329,0.4455204904079437,0.48926374316215515,0.4034963846206665,0.4866119921207428,0.47121554613113403,0.49775993824005127,0.48323720693588257,0.5421122908592224,0.4540824294090271,0.5366923809051514,0.41372013092041016,0.527477502822876,0.47889944911003113,0.5328952074050903,0.49465686082839966,0.5848735570907593,0.46828576922416687,0.5793639421463013,0.4390217065811157,0.5634936690330505,0.4836175739765167,0.5621621608734131,0.4991542398929596
A,0.5382948517799377,0.6050370335578918,0.477953165769577,0.5901607871055603,0.4336779713630676,0.5183513760566711,0.41818031668663025,0.45783731341362,0.4121248126029968,0.41379308700561523,0.45893269777297974,0.4536533057689667,0.448779821395874,0.4081868827342987,0.45560818910598755,0.4618205428123474,0.46575525403022766,0.4838898479938507,0.5017551779747009,0.44881752133369446,0.4913162887096405,0.40311199426651,0.4889821708202362,0.47056931257247925,0.4988108277320862,0.48198220133781433,0.5450869798660278,0.4566524028778076,0.5392926335334778,0.41215696930885315,0.5308717489242554,0.4772743880748749,0.5358402729034424,0.4916558563709259,0.5870249271392822,0.4706190824508667,0.58064866065979,0.44058704376220703,0.5660387277603149,0.48516666889190674,0.5658429265022278,0.4999515116214752
